202301000060;2023-01-10;2011;1;8,15;d29d0955-bc27-4542-8aec-80885b877061;NULL
202301000061;2023-01-03;5086;1;258,27;AVULSO;NULL
202301000062;2023-01-13;3049;2;39,32;5cf361a8-ff70-40d2-8702-4f638cb529fb;NULL
202301000063;2023-01-18;3090;1;15,8;AVULSO;NULL
202301000064;2023-01-15;1047;1;12,32;352a1347-4ff4-40d4-be3f-ebd45f674d31;NULL
202301000065;2023-01-23;6008;1;33,51;AVULSO;NULL
202301000066;2023-01-05;3093;1;5,15;5c2be318-47fb-4ae4-8fe7-34f432c55df4;NULL
202301000067;2023-01-15;2032;1;21,41;cdfc2401-37e1-4be7-a6db-e751674010c9;NULL
202301000068;2023-01-05;2040;1;12,36;480726fd-2909-426c-a7c8-848b6d6ed097;NULL
202301000069;2023-01-02;7068;2;139,82;AVULSO;NULL
202301000070;2023-01-24;2096;2;9,72;AVULSO;NULL
202301000071;2023-01-25;6071;1;17,22;1f7b8ea4-1bbe-4018-924b-1f0b6117e809;NULL
202301000072;2023-01-16;4007;2;411,55;AVULSO;NULL
202301000073;2023-01-16;7055;1;193,55;AVULSO;NULL
202301000074;2023-01-07;1012;1;15,67;b3534215-dafb-4c2b-aee6-0090d6589c7a;NULL
202301000075;2023-01-12;1063;1;12,1;AVULSO;NULL
202301000076;2023-01-06;2057;1;11,56;1e5975ba-e267-4292-bcb9-32f137a133d8;NULL
202301000077;2023-01-25;2086;2;7,97;AVULSO;NULL
202301000078;2023-01-27;6057;2;43,46;AVULSO;NULL
202301000079;2023-01-15;5044;2;527,12;AVULSO;NULL
202301000080;2023-01-21;6095;1;63,22;8f1cb098-0b56-4585-ba14-5d9b42367c09;NULL
202301000081;2023-01-20;7091;2;159,83;AVULSO;NULL
202301000082;2023-01-31;6072;1;36,98;AVULSO;NULL
202301000083;2023-01-27;6087;1;54,07;276028a2-56ad-4144-ae00-380ff7de600e;NULL
202301000084;2023-01-05;4078;1;421,16;e6465919-eb2b-4906-871b-c36af804939f;NULL
202301000085;2023-01-27;1063;1;14,58;AVULSO;NULL
202301000086;2023-01-18;2017;1;25,83;1b8d109d-774f-429c-9ecb-141a6b9bf061;NULL
202301000087;2023-01-08;2036;2;12,32;b6f497a7-c677-4c85-9db0-c0c33b0cbedd;NULL
202301000088;2023-01-20;2086;2;8,62;AVULSO;NULL
202301000089;2023-01-01;6006;2;36,24;272fe2fc-8fb5-41cd-a1bb-c26370feb108;NULL
202301000090;2023-01-04;2043;1;8,04;AVULSO;NULL
202301000091;2023-01-23;3022;1;10,48;AVULSO;NULL
202301000092;2023-01-31;2062;2;14,69;AVULSO;NULL
202301000093;2023-01-24;2043;1;8,64;964579c4-dd91-4f0f-8dd3-caa140697c88;NULL
202301000094;2023-01-04;3022;1;10,86;AVULSO;NULL
202301000095;2023-01-21;2017;1;27,65;AVULSO;NULL
202301000096;2023-01-11;3034;1;11,52;AVULSO;NULL
202301000097;2023-01-12;2025;2;10,46;AVULSO;NULL
202301000098;2023-01-17;3002;2;13,64;AVULSO;NULL
202301000099;2023-01-15;2043;2;7,42;AVULSO;NULL
202301000100;2023-01-07;3092;1;12,37;AVULSO;NULL
202301000101;2023-01-18;3049;1;38,39;AVULSO;NULL
202301000102;2023-01-12;3005;2;20,1;AVULSO;NULL
202301000103;2023-01-05;2082;2;16,23;586e5659-e98f-4c38-840d-adabae149e23;NULL
202301000104;2023-01-19;5024;2;335,26;264d3906-a583-4463-be19-470c5ad22eeb;NULL
202301000105;2023-01-22;3093;1;4,9;AVULSO;NULL
202301000106;2023-01-21;1012;1;13,84;AVULSO;NULL
202301000107;2023-01-18;3040;1;9,05;bfd808ca-0525-476e-9c6c-ff007e1737fe;NULL
202301000108;2023-01-01;2046;1;29,12;4fd24f7c-e613-42ab-a27f-ae58a74ec87e;NULL
202301000109;2023-01-17;1064;2;20,45;9af651ea-329c-4e83-9bfe-44582bc637cc;NULL
202301000110;2023-01-27;6051;2;28,77;b8214c19-6498-4223-b01a-dfc299c50993;NULL
202301000111;2023-01-15;3051;2;17,74;ee98c5cd-f20e-41fb-940a-6437874427d2;NULL
202301000112;2023-01-31;4008;1;743,08;663c7515-7380-47f0-afd1-140a8de5d7ee;NULL
202301000113;2023-01-27;5024;2;381,69;84699421-a212-4104-acb6-a2d27c1068e2;NULL
202301000114;2023-01-20;3056;2;8,18;b9b7123a-c0bf-4aa2-ba32-7e2e0d975f98;NULL
202301000115;2023-01-16;6009;2;35,33;67ee7af7-6371-4ee7-8710-ba6723a39539;NULL
202301000116;2023-01-06;2092;2;18,2;24adb203-63e7-4843-a0fb-864886f30cc1;NULL
202301000117;2023-01-29;3033;1;15,53;8f362ad5-00d8-4891-a7ff-042f2f444a62;NULL
202301000118;2023-01-19;1055;1;12,53;00ab9bac-d874-4a0e-8b37-a9dc57f198ec;NULL
202301000119;2023-01-24;2021;2;11,23;2059e527-8e9b-42df-8e1a-2bd1559a5afe;NULL
202301000120;2023-01-31;5024;1;346,05;AVULSO;NULL
202301000121;2023-01-30;6030;1;40,86;c2684dae-df0a-41b6-ad67-0f6463e1c467;NULL
202301000122;2023-01-21;3051;1;15,23;AVULSO;NULL
202301000123;2023-01-22;2078;2;10,09;6f5ae533-e4bb-4096-abfd-42dfceb2ad0c;NULL
202301000124;2023-01-04;7049;1;339,98;decece20-ba9b-4838-a224-b5febf28164a;NULL
202301000125;2023-01-23;7049;1;334,71;AVULSO;NULL
202301000126;2023-01-16;3049;2;39,32;AVULSO;NULL
202301000127;2023-01-12;5086;1;269,97;AVULSO;NULL
202301000128;2023-01-20;3005;1;17,45;8e6acee8-6f89-4823-9a79-4990414f913e;NULL
202301000129;2023-01-18;2082;2;16,15;AVULSO;NULL
202301000130;2023-01-09;1093;2;11,99;AVULSO;NULL
202301000131;2023-01-28;3051;2;16,11;a2fa520e-3ced-493b-b08d-09a49ac2a986;NULL
202301000132;2023-01-24;5039;1;462,45;AVULSO;NULL
202301000133;2023-01-16;2063;1;9,79;AVULSO;NULL
202301000134;2023-01-27;1093;2;12,88;c08a50fb-84bf-406e-b008-47ca49af202e;NULL
202301000135;2023-01-12;7051;2;181,06;df3ccfb8-560b-4d4d-ac65-b498b4493d81;NULL
202301000136;2023-01-07;3098;1;17,16;abbe33f4-0bdc-4215-bfe3-1fcb4af62120;NULL
202301000137;2023-01-31;3023;1;10,4;233255a1-d56f-4865-ad61-edd24b1db449;NULL
202301000138;2023-01-30;2079;2;18,35;AVULSO;NULL
202301000139;2023-01-01;3084;1;4,08;AVULSO;NULL
202301000140;2023-01-05;5088;1;348,54;58a6038a-5482-4284-a7e8-acd8f192d7bd;NULL
202301000141;2023-01-31;3098;1;17,12;AVULSO;NULL
202301000142;2023-01-17;7005;2;64,65;a1f763df-ef41-40d3-b968-8b9956482d11;NULL
202301000143;2023-01-24;3033;2;14,55;3c22fb0a-1e9b-4f29-b386-6018227f1018;NULL
202301000144;2023-01-11;2040;2;12,05;14022d78-7770-4ca3-a60c-24f418a54373;NULL
202301000145;2023-01-07;2076;2;8,3;AVULSO;NULL
202301000146;2023-01-06;7081;2;317,37;AVULSO;NULL
202301000147;2023-01-10;3041;2;7,91;d286154e-39fb-4872-8799-834d19fb1344;NULL
202301000148;2023-01-17;2009;2;27,52;eaea9761-1be4-4505-8ce5-421ef99e6490;NULL
202301000149;2023-01-27;7081;1;368,77;AVULSO;NULL
202301000150;2023-01-06;2046;2;27,88;AVULSO;NULL
202301000151;2023-01-30;4007;3;384,26;add8c885-ab5c-4a4d-bfda-72dc9dd9789e;NULL
202301000152;2023-01-26;3056;3;7,29;6c7d254f-e0b6-4612-88ad-b365c7f53840;CAMP_003
202301000153;2023-01-27;7024;3;213,97;cff16452-baea-4571-aa4c-eddb6ac073e5;NULL
202301000154;2023-01-28;6023;3;35,83;23a79440-dbe5-424a-a3e9-5db8c99469bc;CAMP_002
202301000155;2023-01-10;2051;3;11,87;AVULSO;NULL
202301000156;2023-01-05;2043;3;8,3;AVULSO;CAMP_007
202301000157;2023-01-17;2035;3;8,43;66492fdd-6db5-4402-9f83-727fe7ea2b80;CAMP_009
202301000158;2023-01-10;2070;3;9,47;3106b816-d10e-4916-8f1e-e0e69dbc75f5;NULL
202301000159;2023-01-06;5044;3;531,86;AVULSO;CAMP_006
202301000160;2023-01-03;3023;3;9,58;AVULSO;CAMP_004
202301000161;2023-01-14;3073;3;7,95;e6fe1331-fa97-4351-b0fc-10b2a2c1a3a2;CAMP_009
202301000162;2023-01-10;3073;3;8,65;AVULSO;CAMP_006
202301000163;2023-01-19;2075;3;18,41;8eadd219-979d-4637-b116-4a7fec1d3535;CAMP_010
202301000164;2023-01-27;2002;3;9,65;AVULSO;NULL
202301000165;2023-01-28;2035;3;9,76;8d4e87f2-313c-43d9-9c50-c141a6256ff8;CAMP_007
202301000166;2023-01-29;2046;3;29,5;2e9c6424-5634-4140-a184-40eb049cda18;CAMP_002
202301000167;2023-01-26;2036;3;12,92;AVULSO;NULL
202301000168;2023-01-25;2051;3;10,22;AVULSO;NULL
202301000169;2023-01-08;2025;3;10,55;8ab482bd-fedb-4b38-82ac-e1d8a4e00a50;NULL
202301000170;2023-01-29;3093;3;5,14;0ea6bc57-e25b-4cb2-96db-23a66d9a5b4c;CAMP_008
202301000171;2023-01-30;3013;3;8,16;6bebb1e8-130a-4ecb-80ce-9edce7ff9c49;CAMP_008
202301000172;2023-01-03;2033;3;9,2;AVULSO;NULL
202301000173;2023-01-02;3013;3;8,34;AVULSO;CAMP_002
202301000174;2023-01-31;3093;3;5,15;be514edf-8ed9-42f0-96fb-f20a6b00045e;CAMP_009
202301000175;2023-01-11;5039;3;420,47;AVULSO;CAMP_006
202301000176;2023-01-30;2036;3;11,53;eab5c8c4-5816-451b-9471-1eb49cb780e1;NULL
202301000177;2023-01-29;2070;3;9,25;2f364ec4-8666-418c-9a79-4b184a24a692;NULL
202301000178;2023-01-12;2079;3;18,3;07f43863-6a7e-47ca-b763-a6a0b21b5b8e;CAMP_004
202301000179;2023-01-06;2072;3;9,5;6cf5dca3-4903-4896-a99f-28981020cb36;CAMP_001
202301000180;2023-01-30;6070;3;49,53;7169cdd1-8f08-4988-8874-607f24d43e1f;CAMP_012
202301000181;2023-01-01;7068;3;146,46;AVULSO;CAMP_012
202301000182;2023-01-15;4055;3;1048,15;4a26a893-8519-49dc-907c-bda880f09376;NULL
202301000183;2023-01-05;2009;3;28,48;AVULSO;NULL
202301000184;2023-01-28;6057;3;42,01;AVULSO;CAMP_004
202301000185;2023-01-06;3003;3;11,96;68889ea7-9480-497f-9445-e11fb6c26110;CAMP_007
202301000186;2023-01-25;2079;3;15,73;addc4bea-398d-46f0-8d4a-1ffd0ca8621f;CAMP_011
202301000187;2023-01-09;2076;3;8,25;AVULSO;NULL
202301000188;2023-01-16;2082;3;17,41;AVULSO;CAMP_006
202301000189;2023-01-11;3093;3;4,6;AVULSO;CAMP_015
202301000190;2023-01-18;3076;3;7,6;AVULSO;CAMP_015
202301000191;2023-01-15;2011;3;9,37;AVULSO;CAMP_012
202301000192;2023-01-23;3041;3;8,44;AVULSO;CAMP_012
202301000193;2023-01-11;3090;3;14,08;fb1f4319-2369-4284-85f5-9428462c75b1;CAMP_005
202301000194;2023-01-02;2015;3;15,55;80be1413-da25-48bf-9961-b3aff4d66897;NULL
202301000195;2023-01-07;3007;3;15,04;bcdfc8fa-71a4-4506-b887-f570bf06b5df;NULL
202301000196;2023-01-06;2074;3;8,79;AVULSO;CAMP_005
202301000197;2023-01-01;2096;3;9,16;ea3e7f69-0f51-4d76-adba-d03a77ff18bc;NULL
202301000198;2023-01-03;2035;3;9,7;c4ea85b8-79bb-4bd7-81cf-794bfe68e736;NULL
202301000199;2023-01-23;2079;3;17,74;66111754-d5c8-49ba-873e-7d8dae8fad0b;CAMP_009
202301000200;2023-01-01;2075;3;16,29;AVULSO;CAMP_013
202301000201;2023-01-31;2079;3;17,63;AVULSO;CAMP_009
202301000202;2023-01-01;3033;3;14,93;AVULSO;CAMP_010
202301000203;2023-01-31;2028;3;5,32;c8982f9e-c09c-413e-84b0-94b25632b16b;CAMP_009
202301000204;2023-01-01;7081;3;336,21;AVULSO;CAMP_004
202301000205;2023-01-05;3033;3;16,56;9188f5e9-2d55-430f-9055-d12832f2a0f5;CAMP_005
202301000206;2023-01-19;2021;3;11,2;2514fa2a-4bde-4562-90d3-3055541866e2;CAMP_008
202301000207;2023-01-03;2065;3;7,4;AVULSO;CAMP_012
202301000208;2023-01-23;2071;3;8,72;f02f6830-a293-4d40-af6a-e9ec862c6f95;NULL
202301000209;2023-01-22;3003;3;12,22;dc6a76d6-3b83-4fbf-bfa7-89658b0a2576;NULL
202301000210;2023-01-26;3007;3;14,81;71b657f3-ea78-40fe-9cc8-0d5ae36dccaa;CAMP_011
202301000211;2023-01-31;2075;3;19,17;b51845a4-45b8-4884-8148-74530d0b40fa;NULL
202301000212;2023-01-31;2025;3;9,35;AVULSO;CAMP_014
202301000213;2023-01-05;2061;3;13,59;f0611e64-de23-48a2-bfb5-82c07fb84a83;CAMP_004
202301000214;2023-01-23;2017;3;30,58;65cd9b41-ac12-4bdf-9634-a4c1b6de8342;CAMP_001
202302000001;2023-02-21;1093;1;11,49;AVULSO;NULL
202302000002;2023-02-18;2078;2;10,14;1fb934dc-99c1-49e6-9d15-a719867111f4;NULL
202302000003;2023-02-06;2046;2;31,6;3ae43540-d768-460d-bf3e-9c0c4d921795;NULL
202302000004;2023-02-09;3009;2;11,15;AVULSO;NULL
202302000005;2023-02-06;2062;2;12,53;609b5629-77dd-45a7-bb66-9a86fd46a8b4;NULL
202302000006;2023-02-05;3096;2;9,9;AVULSO;NULL
202302000007;2023-02-25;6089;2;18,35;d446aa82-48e4-41a2-b757-f0ed9d71c946;NULL
202302000008;2023-02-05;6057;2;41,86;7fb57157-f9a7-4441-ba3f-40148b32365f;NULL
202302000009;2023-02-03;3087;2;8,06;d5ae2f7a-cab0-4e59-86a9-03a8a33aaef7;NULL
202302000010;2023-02-09;2043;2;7,75;5bb601f1-4abe-4867-8979-ba2c996561ff;NULL
202302000011;2023-02-27;3092;1;13,26;AVULSO;NULL
202302000012;2023-02-26;3024;2;9,11;0fa8aae6-dd0e-4d82-836a-c950f81c0357;NULL
202302000013;2023-02-25;2063;1;8,86;AVULSO;NULL
202302000014;2023-02-10;3087;2;8,97;81d00476-4149-4c23-9f5a-3bfefc115e8d;NULL
202302000015;2023-02-27;6071;1;18,6;AVULSO;NULL
202302000016;2023-02-07;6072;1;36,8;d24ed190-ba85-403c-9ca1-d94c57977377;NULL
202302000017;2023-02-28;1063;2;12,19;AVULSO;NULL
202302000018;2023-02-28;5086;2;257,97;AVULSO;NULL
202302000019;2023-02-19;3096;2;9,5;AVULSO;NULL
202302000020;2023-02-12;3096;2;9,44;177415c7-e5da-4755-9040-94fb9db3c1fa;NULL
202302000021;2023-02-18;3002;1;13,82;7d98c71a-79bf-44d2-ac76-eb0cb68d9fd5;NULL
202302000022;2023-02-20;3013;2;8,87;5939cbdc-fb91-405c-899b-6a5188c05cc0;NULL
202302000023;2023-02-25;2074;2;9,37;0ad2c2fa-4f07-4956-bbb6-9f2b60f2862b;NULL
202302000024;2023-02-03;7015;1;218,39;AVULSO;NULL
202302000025;2023-02-26;3033;1;15,09;69017413-1645-46ff-ac1e-202a741decb7;NULL
202302000026;2023-02-21;2043;2;8,01;9b603b78-9872-4c8b-a6f2-f438d9be54fc;NULL
202302000027;2023-02-16;2087;2;8,35;AVULSO;NULL
202302000028;2023-02-03;7051;1;179,22;1b433a6a-ed03-497a-b653-12e59290197e;NULL
202302000029;2023-02-04;3033;2;14,4;cc5f0e0c-6bc0-43e0-a930-0053e0cb3e8a;NULL
202302000030;2023-02-01;2035;2;8,48;AVULSO;NULL
202302000031;2023-02-12;1014;2;17,27;6d54d8cb-27c0-44ec-b7f6-11eedcc20203;NULL
202302000032;2023-02-04;2082;1;16,87;ce07c1d1-d95c-4946-ac9b-5d1e93ac7dc6;NULL
202302000033;2023-02-15;6027;1;50,53;AVULSO;NULL
202302000034;2023-02-15;6097;1;49,86;718d4ad6-8f39-4fc8-8cdb-96c64a0e4d0a;NULL
202302000035;2023-02-23;2086;2;7,7;AVULSO;NULL
202302000036;2023-02-02;7009;1;1088,32;a7addfc8-c10a-4217-ab36-6d586ce8ac5b;NULL
202302000037;2023-02-19;3005;1;17,64;a021ad31-c59a-4267-9a4a-0e8e44bfdc5a;NULL
202302000038;2023-02-23;3077;2;12,28;14db6f49-b543-4b9d-a48d-9d7436bfbd18;NULL
202302000039;2023-02-22;6027;2;58,92;AVULSO;NULL
202302000040;2023-02-02;7057;2;315,2;be81d44a-3ad0-4be9-b825-d60f306dda83;NULL
202302000041;2023-02-10;3049;2;36,92;AVULSO;NULL
202302000042;2023-02-14;2046;2;28,73;AVULSO;NULL
202302000043;2023-02-07;3073;1;7,91;259c48af-f00d-48de-984c-d20ce70f1672;NULL
202302000044;2023-02-19;2092;1;19,09;2f786e85-4954-46bf-9895-84a7eb390d4a;NULL
202302000045;2023-02-08;2056;1;7,33;AVULSO;NULL
202302000046;2023-02-06;2051;2;10,89;AVULSO;NULL
202302000047;2023-02-28;3048;1;17,87;AVULSO;NULL
202302000048;2023-02-22;3049;1;33,31;6ac5c1a8-a47d-4cc6-88c1-80e5e4a95484;NULL
202302000049;2023-02-15;6076;1;37,07;0ef413a1-7b62-4660-be8a-cfad451c90a2;NULL
202302000050;2023-02-11;6039;1;52,16;56cffd3a-0a29-4b97-ad40-0b9c756aa002;NULL
202302000051;2023-02-24;6070;1;57,6;AVULSO;NULL
202302000052;2023-02-02;2065;1;8,59;b19ffbd7-60e9-49f7-acd4-46a875b4764a;NULL
202302000053;2023-02-10;3076;1;7,1;AVULSO;NULL
202302000054;2023-02-16;1097;1;19,32;AVULSO;NULL
202302000055;2023-02-19;6008;2;36,66;AVULSO;NULL
202302000056;2023-02-02;3059;2;19,02;AVULSO;NULL
202302000057;2023-02-17;2057;2;11,42;76d44254-463c-4672-94ce-7a355269658e;NULL
202302000058;2023-02-15;3051;2;15,38;de38beb6-d664-4da7-9e4a-3c961820acc7;NULL
202302000059;2023-02-11;7081;1;310,3;51449228-8533-47bb-98e6-a43c36cb824f;NULL
202302000060;2023-02-20;2028;2;5,25;AVULSO;NULL
202302000061;2023-02-02;2086;2;8,23;dd5c7a6e-a6de-4f2a-9654-c8e4919e567f;NULL
202302000062;2023-02-11;6088;2;57;43d596e4-8bd3-44ac-9e56-8efc8cdbb8cc;NULL
202302000063;2023-02-22;2046;2;27,1;AVULSO;NULL
202302000064;2023-02-06;2070;1;9,31;AVULSO;NULL
202302000065;2023-02-24;6027;1;53,76;0594fb9c-1b8b-4e6a-af7c-c12be3dbda7d;NULL
202302000066;2023-02-04;2056;2;8,09;748f9657-841f-431f-bcb7-c05e1bcc1f8a;NULL
202302000067;2023-02-25;1008;2;2,77;346e4032-2179-4045-a290-b0600227779d;NULL
202302000068;2023-02-13;2035;1;8,84;AVULSO;NULL
202302000069;2023-02-28;3063;1;11,99;AVULSO;NULL
202302000070;2023-02-02;4029;2;458,82;AVULSO;NULL
202302000071;2023-02-05;5024;1;321,87;AVULSO;NULL
202302000072;2023-02-26;2056;2;7,55;2b19664f-3530-4206-86ca-eddb37dc7ae1;NULL
202302000073;2023-02-27;3092;2;13,32;AVULSO;NULL
202302000074;2023-02-26;3073;1;8,67;142d19f9-a4ed-42b6-baa3-96e87175b668;NULL
202302000075;2023-02-09;3022;1;10,94;AVULSO;NULL
202302000076;2023-02-12;3090;2;13,74;AVULSO;NULL
202302000077;2023-02-06;3041;2;7,88;85cc1ac2-6c85-4ac0-a6ab-57670e7834f5;NULL
202302000078;2023-02-26;2017;2;28,74;AVULSO;NULL
202302000079;2023-02-09;2035;1;8,12;3667d247-3423-476c-b4f1-d09ba06b8be8;NULL
202302000080;2023-02-28;6088;2;58,41;AVULSO;NULL
202302000081;2023-02-08;7024;1;241,02;AVULSO;NULL
202302000082;2023-02-12;2057;1;11,32;1ca66c5f-30b2-406e-b802-d2f5d71dc9b2;NULL
202302000083;2023-02-21;4063;2;281,83;AVULSO;NULL
202302000084;2023-02-04;3054;1;12,5;034cb08a-aecd-4ec1-9bf9-5d3d37998de1;NULL
202302000085;2023-02-10;1014;2;18,85;56cde526-5faa-41d1-8412-3bf03eb1f7a8;NULL
202302000086;2023-02-26;3040;2;8,96;AVULSO;NULL
202302000087;2023-02-13;3093;1;4,7;47332a16-7fc0-4813-a7bc-a96beb0a45b5;NULL
202302000088;2023-02-11;2040;2;12,51;AVULSO;NULL
202302000089;2023-02-14;6070;1;54,38;AVULSO;NULL
202302000090;2023-02-09;6030;1;45,88;0628c9b6-f498-4c66-ad8e-9e5e7c43752a;NULL
202302000091;2023-02-19;3041;1;8,53;e49c0f0e-0764-4de7-8f5a-68dfa8b3d95b;NULL
202302000092;2023-02-18;2002;2;8,03;26b9bc72-c4d3-4e90-a907-2449aba7a6e0;NULL
202302000093;2023-02-24;2076;2;7,76;466a1571-7d82-4133-8ce8-f5a2b8013780;NULL
202302000094;2023-02-08;2009;1;26,21;AVULSO;NULL
202302000095;2023-02-03;3059;1;18,94;cba47b5b-8642-49b8-98ec-6dd3ed0449fb;NULL
202302000096;2023-02-20;2032;2;21,14;54eebe51-d336-46df-8f6b-97c1341ef77c;NULL
202302000097;2023-02-05;1032;2;18,13;456057f1-c004-4ec6-a798-96698bb3153e;NULL
202302000098;2023-02-10;1008;2;2,83;AVULSO;NULL
202302000099;2023-02-14;6070;1;49,55;AVULSO;NULL
202302000100;2023-02-01;3023;1;10,97;90e16900-467d-4af5-b03d-9b3850fc2cb9;NULL
202302000101;2023-02-10;6087;1;51,26;AVULSO;NULL
202302000102;2023-02-24;3034;1;11,84;AVULSO;NULL
202302000103;2023-02-18;4008;1;864,08;b91b2250-3bef-4fdc-b9e0-987996c24dee;NULL
202302000104;2023-02-22;2076;1;8,23;aa7619e3-c3aa-43f6-b18f-24a4d5c37dc8;NULL
202302000105;2023-02-17;2028;2;5,96;AVULSO;NULL
202302000106;2023-02-11;6088;2;56,91;AVULSO;NULL
202302000107;2023-02-09;3073;2;7,65;9cda2085-e377-4f0d-baf8-f5e8c3455e77;NULL
202302000108;2023-02-18;3090;2;15,17;43f5fb85-1ca6-48ed-b192-6d12ad5c2a64;NULL
202302000109;2023-02-13;5088;2;364,24;AVULSO;NULL
202302000110;2023-02-02;2035;2;9,57;1daff8a1-c44d-4cc9-b283-2dcb9b919001;NULL
202302000111;2023-02-13;7072;1;309,45;edc97913-692e-45b8-bbfc-f7177b54b2ce;NULL
202302000112;2023-02-18;2079;2;17,07;c8f9c5d0-7cd7-4e50-82f6-e113b1dd46e6;NULL
